,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Dist_St1,Dist_St2,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,day,doy,week,month,year,yearweek,Tvaglag1,Tvaglag2,Tvaglag3,Tvaglag4,PTotallag1,PTotallag2,PTotallag3,PTotallag4,Tavg_weekly,PrecipTotal_Weekly
2159,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,8.0,0.0,4.1682,23.9146,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2160,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,13.0,0.0,4.1682,23.9146,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2161,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,11.0,0.0,4.1682,23.9146,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2162,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,9.0,0.0,4.1682,23.9146,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2163,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,7.0,0.0,4.1682,23.9146,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2164,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,11.0,1.0,4.1682,23.9146,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2165,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX SALINARIUS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,1.0,0.0,4.1682,23.9146,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2166,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX SALINARIUS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,1.0,0.0,4.1682,23.9146,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2167,2011-08-12,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,50.0,1.0,4.1399,24.1782,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2168,2011-08-12,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,8.0,1.0,4.1399,24.1782,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2169,2011-08-12,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,7.0,0.0,4.1399,24.1782,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2170,2011-08-12,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9.0,4.0,0.0,10.8333,21.3443,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2171,2011-08-12,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845,-87.805059,9.0,3.0,1.0,10.8333,21.3443,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2172,2011-08-12,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,71.0, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9.0,7.0,0.0,10.5195,25.3108,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2173,2011-08-12,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,71.0, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9.0,2.0,0.0,10.5195,25.3108,1,81,60,71.0,59,64.0,0.0,6.0,456,1858,0.0,29.22,29.94,8.3,19,8.5,12,224,32,8,2011,2043,69.0,69.0,76.0,79.0,0.0,0.0,0.001,0.7,75.02529182879377,4.0
2174,2011-08-19,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,1.0,0.0,11.7974,19.1911,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2175,2011-08-19,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,2.0,0.0,9.9873,18.889,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2176,2011-08-19,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58.0, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9.0,4.0,1.0,20.1213,22.9275,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2177,2011-08-19,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,13.0,0.0,14.0239,15.0319,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2178,2011-08-19,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,5.0,0.0,14.0239,15.0319,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2179,2011-08-19,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37.0, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8.0,1.0,0.0,17.5165,18.1182,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2180,2011-08-19,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37.0, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8.0,1.0,0.0,17.5165,18.1182,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2181,2011-08-19,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,2.0,0.0,20.2331,20.4079,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2182,2011-08-19,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,2.0,0.0,20.2331,20.4079,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2183,2011-08-19,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,2.0,0.0,20.2331,20.4079,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2184,2011-08-19,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46.0, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8.0,17.0,0.0,14.8934,19.8251,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2185,2011-08-19,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46.0, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8.0,2.0,0.0,14.8934,19.8251,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2186,2011-08-19,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61.0, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8.0,1.0,0.0,15.3673,22.8462,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2187,2011-08-19,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61.0, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9.0,2.0,0.0,14.5591,15.5619,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2188,2011-08-19,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60.0, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9.0,2.0,0.0,13.4353,19.5281,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2189,2011-08-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8.0,4.0,0.0,16.9399,22.192,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2190,2011-08-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8.0,1.0,0.0,16.9399,22.192,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2191,2011-08-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8.0,2.0,0.0,16.9399,22.192,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2192,2011-08-19,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8.0,1.0,0.0,16.9399,22.192,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2193,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,9.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2194,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,4.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2195,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,24.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2196,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,5.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2197,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,13.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2198,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,2.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2199,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,8.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2200,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,6.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2201,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,5.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2202,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,2.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2203,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,37.0,1.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2204,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,31.0,1.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2205,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,15.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2206,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,29.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2207,2011-08-19,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,27.0,0.0,4.1682,23.9146,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2208,2011-08-19,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,10.0,0.0,4.1399,24.1782,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2209,2011-08-19,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,2.0,0.0,4.1399,24.1782,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2210,2011-08-19,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,71.0, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9.0,1.0,0.0,10.5195,25.3108,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2211,2011-08-19,"6200 North Mcclellan Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62.0, N MCCLELLAN AVE,T236,"6200  N MCCLELLAN AVE, Chicago, IL",41.994679,-87.770899,8.0,8.0,0.0,13.3962,23.2567,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2212,2011-08-19,"6200 North Mcclellan Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,62.0, N MCCLELLAN AVE,T236,"6200  N MCCLELLAN AVE, Chicago, IL",41.994679,-87.770899,8.0,2.0,0.0,13.3962,23.2567,1,87,64,76.0,63,68.0,0.0,11.0,503,1848,0.0,29.18,29.89,3.3,14,5.2,19,231,33,8,2011,2044,76.0,73.0,71.0,76.0,0.0,0.0,0.0,0.001,68.37543252595155,59.459999999999994
2213,2011-08-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,28.0,0.0,11.7974,19.1911,1,83,59,71.0,58,63.0,0.0,6.0,511,1837,0.0,29.26,29.98,1.9,26,3.3,26,238,34,8,2011,2045,74.0,81.0,76.0,71.0,0.0,0.0,0.0,0.0,73.51075268817205,0.0
2214,2011-08-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,11.0,0.0,11.7974,19.1911,1,83,59,71.0,58,63.0,0.0,6.0,511,1837,0.0,29.26,29.98,1.9,26,3.3,26,238,34,8,2011,2045,74.0,81.0,76.0,71.0,0.0,0.0,0.0,0.0,73.51075268817205,0.0
2215,2011-08-26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,6.0,0.0,9.9873,18.889,1,83,59,71.0,58,63.0,0.0,6.0,511,1837,0.0,29.26,29.98,1.9,26,3.3,26,238,34,8,2011,2045,74.0,81.0,76.0,71.0,0.0,0.0,0.0,0.0,73.51075268817205,0.0
