step,amount,isFraud,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER
379,475838.31,0,1,0,0,0,0
190,7833.2,0,0,0,0,1,0
163,115531.75,0,1,0,0,0,0
372,20185.41,0,0,0,0,1,0
37,45600.9,0,0,0,0,1,0
183,8331.77,0,0,0,0,1,0
18,27893.35,0,1,0,0,0,0
14,84023.41,0,0,0,0,0,1
162,294203.81,0,0,1,0,0,0
357,203600.15,0,0,1,0,0,0
373,108487.79,0,0,1,0,0,0
182,17712.06,0,0,1,0,0,0
137,26650.87,0,0,1,0,0,0
11,114639.48,0,0,1,0,0,0
306,58139.23,0,0,0,0,1,0
155,195300.48,0,1,0,0,0,0
322,18104.66,0,0,0,0,1,0
378,562922.3,0,0,0,0,0,1
377,10662.25,0,0,0,0,1,0
47,9364.97,0,0,0,0,1,0
276,15153.56,0,0,0,0,1,0
325,4167.07,0,0,0,0,1,0
235,18806.05,0,0,0,0,1,0
258,112328.52,0,0,1,0,0,0
178,123240.96,0,1,0,0,0,0
307,274689.64,0,0,1,0,0,0
134,14737.78,0,0,0,0,1,0
236,1092.15,0,0,0,0,1,0
40,6701.05,0,0,0,0,1,0
161,327772.39,0,1,0,0,0,0
186,348517.68,0,1,0,0,0,0
163,219464.6,0,0,1,0,0,0
165,18806.44,0,0,0,0,1,0
377,125684.98,0,0,1,0,0,0
160,5409.03,0,0,0,0,1,0
180,1204238.8,0,0,0,0,0,1
237,7839.57,0,0,0,0,1,0
231,44060.14,0,0,1,0,0,0
406,39443.95,0,0,0,0,1,0
20,119689.73,0,0,1,0,0,0
351,111308.13,0,0,1,0,0,0
352,103536.48,0,0,1,0,0,0
276,51519.43,0,1,0,0,0,0
299,41384.62,0,0,0,0,1,0
610,277475.47,0,1,0,0,0,0
275,68220.6,0,0,1,0,0,0
16,6709.8,0,0,0,0,1,0
394,466503.06,0,0,1,0,0,0
398,5723.69,0,0,0,0,1,0
43,157585.52,0,0,1,0,0,0
403,355649.66,0,1,0,0,0,0
333,740029.09,0,0,0,0,0,1
232,15698.5,0,0,0,0,1,0
12,141143.56,0,0,0,0,0,1
252,7082.36,0,0,0,0,1,0
416,106659.13,0,1,0,0,0,0
131,13176.59,0,0,0,0,1,0
359,7280.37,0,0,1,0,0,0
210,160184.3,0,0,1,0,0,0
259,240823.71,0,0,1,0,0,0
41,16808.24,0,0,0,0,1,0
331,1186420.51,0,0,0,0,0,1
667,67513.56,0,0,1,0,0,0
135,4349.56,0,0,1,0,0,0
384,12575.44,0,0,0,0,1,0
228,22021.78,0,0,1,0,0,0
328,78202.43,0,0,1,0,0,0
371,18436.47,0,0,0,0,1,0
179,244085.37,0,1,0,0,0,0
278,3799.41,0,0,0,1,0,0
394,40089.54,0,0,0,0,1,0
345,281632.61,0,0,1,0,0,0
383,5033.91,0,0,0,0,1,0
206,5552.41,0,0,0,0,1,0
594,171349.66,0,0,1,0,0,0
45,11809.18,0,0,0,0,1,0
41,10995.44,0,0,1,0,0,0
306,44181.87,0,1,0,0,0,0
250,305331.34,0,1,0,0,0,0
402,156010.15,0,0,1,0,0,0
250,130644.06,0,1,0,0,0,0
331,119686.18,0,0,1,0,0,0
13,82127.86,0,1,0,0,0,0
162,153237.69,0,0,1,0,0,0
230,516013.05,0,0,1,0,0,0
249,61173.96,0,0,1,0,0,0
304,5216416.96,0,0,0,0,0,1
332,14713.13,0,0,1,0,0,0
356,111809.16,0,1,0,0,0,0
94,53074.27,0,0,1,0,0,0
17,248191.07,0,1,0,0,0,0
285,1246.57,0,0,0,0,1,0
138,331431.41,0,0,1,0,0,0
369,8699.23,0,0,0,0,1,0
42,434668.14,0,0,1,0,0,0
451,17833.11,0,1,0,0,0,0
376,179994.1,0,1,0,0,0,0
297,91091.78,0,0,1,0,0,0
33,64274.48,0,1,0,0,0,0
263,228680.52,0,0,1,0,0,0
144,12573.93,0,0,0,0,1,0
135,275071.41,0,0,1,0,0,0
380,199800.94,0,0,1,0,0,0
206,64824.03,0,0,1,0,0,0
133,148462.66,0,0,1,0,0,0
330,258032.56,0,0,1,0,0,0
187,9053.04,0,0,0,0,1,0
44,102778.82,0,0,1,0,0,0
19,8447.4,0,0,0,0,1,0
16,88446.78,0,1,0,0,0,0
37,2571.2,0,0,0,0,1,0
130,21662.03,0,0,0,0,1,0
179,11703.47,0,0,0,0,1,0
283,180135.75,0,1,0,0,0,0
261,34471.12,0,0,1,0,0,0
282,338892.49,0,1,0,0,0,0
355,4633.83,0,0,0,0,1,0
257,3607.72,0,0,0,0,1,0
135,25927.84,0,0,0,0,1,0
281,181895.58,0,0,1,0,0,0
41,192205.78,0,1,0,0,0,0
305,10000000.0,0,0,0,0,0,1
215,706875.9,0,0,0,0,0,1
17,19609.62,0,0,0,0,1,0
186,172959.62,0,0,1,0,0,0
612,7069.8,0,0,0,0,1,0
325,659718.92,0,0,0,0,0,1
37,78002.13,0,0,1,0,0,0
354,2785.94,0,0,0,0,1,0
189,4162.04,0,0,0,0,1,0
374,14290.9,0,0,0,0,1,0
201,345834.02,0,0,1,0,0,0
236,400887.12,0,1,0,0,0,0
303,3568.28,0,1,0,0,0,0
352,16532.38,0,0,0,0,1,0
186,157399.01,0,0,1,0,0,0
139,157901.69,0,0,1,0,0,0
305,10026.37,0,0,0,0,1,0
397,367790.44,0,1,0,0,0,0
160,27812.02,0,0,1,0,0,0
164,11399.66,0,0,0,0,1,0
396,22480.68,0,0,1,0,0,0
355,42905.88,0,1,0,0,0,0
405,18978.99,0,0,0,0,1,0
370,22071.49,0,0,0,0,1,0
356,5865.79,0,0,0,0,1,0
212,10770.41,0,0,0,0,1,0
236,235530.92,0,1,0,0,0,0
17,91791.15,0,0,0,0,0,1
253,88686.57,0,0,1,0,0,0
129,243730.55,0,0,1,0,0,0
325,190604.41,0,1,0,0,0,0
328,19788.12,0,0,0,0,1,0
165,26900.62,0,1,0,0,0,0
397,117779.42,0,0,1,0,0,0
690,298446.69,0,0,1,0,0,0
326,5741.52,0,0,0,0,1,0
393,24205.43,0,0,0,0,1,0
354,241705.63,0,0,1,0,0,0
381,259979.03,0,1,0,0,0,0
211,195292.95,0,0,1,0,0,0
709,106023.51,0,1,0,0,0,0
307,151209.94,0,1,0,0,0,0
157,9186.75,0,0,0,0,1,0
180,168319.59,0,1,0,0,0,0
187,109983.86,0,1,0,0,0,0
163,201461.45,0,0,1,0,0,0
451,5237.17,0,0,0,0,1,0
236,417507.46,0,1,0,0,0,0
309,156200.77,0,0,1,0,0,0
235,1321.71,0,0,0,0,1,0
382,12270.5,0,0,0,0,1,0
157,340573.43,0,0,1,0,0,0
371,2935.01,0,0,0,0,1,0
309,23973.03,0,0,0,0,1,0
10,15542.25,0,0,0,0,1,0
261,5156.49,0,0,0,0,1,0
159,135429.61,0,0,1,0,0,0
305,42869.51,0,0,0,0,1,0
325,5128.74,0,0,0,0,1,0
155,3234.55,0,0,0,0,1,0
323,342196.09,0,0,0,0,0,1
282,2572426.62,0,0,0,0,0,1
16,331917.86,0,0,1,0,0,0
377,31616.82,0,0,1,0,0,0
377,288688.24,0,1,0,0,0,0
348,158387.66,0,0,1,0,0,0
275,45919.84,0,0,1,0,0,0
306,125152.65,0,0,1,0,0,0
164,183412.28,0,0,1,0,0,0
399,74069.86,0,0,1,0,0,0
400,29785.64,0,0,0,0,1,0
18,78956.65,0,0,1,0,0,0
185,71110.75,0,1,0,0,0,0
162,8910.61,0,0,0,0,1,0
306,31336.36,0,0,0,0,1,0
42,18731.81,0,0,0,0,1,0
180,200438.45,0,1,0,0,0,0
236,158180.86,0,0,1,0,0,0
370,13469.04,0,0,1,0,0,0
44,367401.26,0,0,0,0,0,1
157,45940.34,0,1,0,0,0,0
406,6625.59,0,0,0,0,1,0
42,189981.32,0,0,1,0,0,0
154,232302.64,0,1,0,0,0,0
180,511627.21,0,0,1,0,0,0
259,237342.46,0,1,0,0,0,0
45,4017.1,0,0,0,0,1,0
346,14307.1,0,0,0,0,1,0
377,691892.8,0,0,0,0,0,1
226,242648.25,0,0,1,0,0,0
401,378967.87,0,0,1,0,0,0
257,14265.38,0,0,0,0,1,0
131,2629.85,0,0,0,0,1,0
11,25524.02,0,0,1,0,0,0
43,96425.47,0,1,0,0,0,0
351,28617.54,0,0,0,0,1,0
298,262998.34,0,0,1,0,0,0
137,284088.55,0,0,1,0,0,0
235,844558.75,0,0,0,0,0,1
514,28999.74,0,0,0,0,1,0
19,237395.66,0,1,0,0,0,0
159,2186.22,0,0,0,0,1,0
204,362555.61,0,1,0,0,0,0
303,19707.56,0,0,0,0,1,0
11,25257.8,0,0,0,0,1,0
38,4332.59,0,0,0,0,1,0
37,281.78,0,0,0,0,1,0
41,188974.68,0,0,1,0,0,0
257,13380.27,0,0,1,0,0,0
44,23528.27,0,1,0,0,0,0
231,187670.72,0,0,1,0,0,0
40,239554.73,0,0,1,0,0,0
281,196691.15,0,1,0,0,0,0
235,12689.05,0,0,0,0,1,0
251,265926.77,0,0,1,0,0,0
348,379981.75,0,0,1,0,0,0
182,11167.78,0,0,0,0,1,0
378,175796.56,0,0,1,0,0,0
370,150128.73,0,1,0,0,0,0
18,291300.01,0,1,0,0,0,0
230,652354.89,0,0,1,0,0,0
378,208238.45,0,0,1,0,0,0
283,14623.08,0,0,0,0,1,0
522,8248.49,0,0,0,0,1,0
252,110793.43,0,1,0,0,0,0
202,230835.43,0,1,0,0,0,0
303,2366154.42,0,0,0,0,0,1
331,297069.89,0,1,0,0,0,0
326,12367.7,0,0,0,0,0,1
514,62292.73,0,0,1,0,0,0
14,157103.89,0,0,1,0,0,0
374,16931.16,0,0,1,0,0,0
159,29660.13,0,0,0,0,1,0
206,189383.08,0,0,1,0,0,0
229,347791.88,0,1,0,0,0,0
260,60490.3,0,1,0,0,0,0
162,48574.96,0,1,0,0,0,0
299,7834.02,0,0,0,0,1,0
211,146967.87,0,0,1,0,0,0
298,68163.95,0,0,0,0,1,0
379,35985.24,0,1,0,0,0,0
355,30063.68,0,0,1,0,0,0
326,17071.39,0,0,0,0,1,0
237,4476.45,0,0,0,0,1,0
396,50400.48,0,0,0,0,1,0
178,659092.38,0,0,0,0,0,1
397,40501.47,0,0,1,0,0,0
160,421705.92,0,0,1,0,0,0
253,2494.54,0,0,0,0,1,0
303,114758.99,0,1,0,0,0,0
261,393705.31,0,0,0,0,0,1
182,210339.76,0,0,0,0,0,1
257,275669.95,0,0,1,0,0,0
208,45293.44,0,0,1,0,0,0
231,294205.28,0,0,1,0,0,0
305,7387.47,0,0,0,0,1,0
379,135459.98,0,1,0,0,0,0
206,2728.04,0,0,0,0,1,0
9,1021503.25,0,0,0,0,0,1
186,47757.37,0,1,0,0,0,0
330,190017.89,0,0,1,0,0,0
259,51521.57,0,0,1,0,0,0
39,323934.2,0,0,1,0,0,0
214,15247.7,0,0,0,0,1,0
354,349967.94,0,1,0,0,0,0
139,124829.55,0,1,0,0,0,0
140,53829.74,0,0,1,0,0,0
330,57175.08,0,0,1,0,0,0
39,2666.37,0,0,0,0,1,0
594,1571.06,0,0,0,0,1,0
429,532.08,0,0,0,0,1,0
10,6292.74,0,0,0,0,1,0
16,18187.11,0,0,0,0,1,0
322,4205.71,0,0,0,0,1,0
36,297162.77,0,0,1,0,0,0
370,1790.92,0,0,0,0,1,0
378,426337.44,0,0,1,0,0,0
250,494.75,0,0,0,0,1,0
307,1880.65,0,0,0,0,1,0
18,158302.41,0,0,1,0,0,0
14,544.59,0,0,0,0,1,0
308,44771.96,0,0,1,0,0,0
187,35696.12,0,0,1,0,0,0
252,66369.57,0,1,0,0,0,0
321,3046.53,0,0,0,1,0,0
307,333127.76,0,0,0,0,0,1
373,13576.52,0,0,0,0,1,0
139,6917.69,0,0,0,0,1,0
134,320507.87,0,0,1,0,0,0
323,73959.58,0,0,0,0,1,0
132,21302.1,0,0,0,0,1,0
358,18497.57,0,0,0,0,1,0
156,4681.66,0,1,0,0,0,0
275,131754.68,0,0,1,0,0,0
36,1278713.1,0,0,0,0,0,1
178,7976.05,0,0,0,0,1,0
164,633936.31,0,1,0,0,0,0
138,318524.79,0,0,1,0,0,0
307,102936.38,0,0,1,0,0,0
321,187538.46,0,1,0,0,0,0
399,5897.75,0,1,0,0,0,0
207,140660.64,0,1,0,0,0,0
201,4789.75,0,0,0,0,1,0
181,54811.73,0,0,1,0,0,0
189,5462.32,0,0,0,0,1,0
236,195316.84,0,0,1,0,0,0
276,21000.18,0,0,0,0,1,0
281,5036.26,0,0,0,0,1,0
192,11306.21,0,0,0,0,1,0
323,430861.01,0,0,1,0,0,0
13,13312.86,0,0,0,0,1,0
402,148649.94,0,0,1,0,0,0
251,305741.23,0,0,1,0,0,0
309,18151.72,0,0,0,0,1,0
180,2962.81,0,0,0,0,1,0
132,13428.78,0,0,0,0,1,0
207,199612.54,0,0,1,0,0,0
131,11098.63,0,0,0,0,1,0
209,87943.69,0,0,1,0,0,0
331,104500.34,0,0,0,0,0,1
44,3982.89,0,0,0,0,1,0
42,129890.62,0,0,1,0,0,0
186,16142.7,0,0,0,0,1,0
162,23954.11,0,0,0,0,1,0
565,309458.6,0,1,0,0,0,0
377,96590.93,0,0,1,0,0,0
257,104643.48,0,1,0,0,0,0
201,2317.87,0,0,0,0,1,0
18,1482737.87,0,0,0,0,0,1
260,1619.23,0,0,0,0,1,0
351,128885.99,0,0,1,0,0,0
227,60217.46,0,1,0,0,0,0
664,149732.54,0,1,0,0,0,0
324,201636.06,0,0,1,0,0,0
44,328914.65,0,0,1,0,0,0
134,459432.28,0,1,0,0,0,0
549,10647.53,0,0,0,0,1,0
299,238614.94,0,0,1,0,0,0
40,111893.94,0,0,1,0,0,0
9,264160.55,0,0,0,0,0,1
132,15552.25,0,0,0,0,1,0
372,485870.37,0,0,1,0,0,0
299,427658.56,0,0,1,0,0,0
40,450748.39,0,0,1,0,0,0
44,175716.56,0,0,0,0,0,1
564,265023.94,0,0,1,0,0,0
303,26028.12,0,1,0,0,0,0
18,250687.68,0,0,1,0,0,0
393,55789.17,0,0,1,0,0,0
279,195121.78,0,1,0,0,0,0
350,252319.38,0,0,1,0,0,0
162,854079.38,0,0,0,0,0,1
329,15202.46,0,0,0,0,1,0
399,347293.78,0,1,0,0,0,0
183,166365.43,0,0,1,0,0,0
252,139060.23,0,1,0,0,0,0
301,287856.45,0,0,1,0,0,0
188,53006.41,0,1,0,0,0,0
160,36429.77,0,0,0,0,1,0
347,312017.77,0,1,0,0,0,0
164,9067.99,0,0,0,0,1,0
180,444805.94,0,1,0,0,0,0
206,8143.01,0,0,0,0,1,0
378,4292.15,0,0,0,0,1,0
15,12188.74,0,0,0,1,0,0
185,11959.8,0,1,0,0,0,0
185,95198.49,0,0,1,0,0,0
400,32794.81,0,0,0,0,1,0
46,185028.73,0,0,1,0,0,0
178,3007.09,0,0,0,0,1,0
202,13430.93,0,0,0,0,1,0
157,172233.59,0,1,0,0,0,0
353,12338.92,0,0,0,0,1,0
331,18000.41,0,0,0,0,1,0
36,202161.83,0,1,0,0,0,0
234,279356.65,0,0,1,0,0,0
136,105804.13,0,1,0,0,0,0
544,155502.43,0,1,0,0,0,0
160,4993.02,0,0,0,0,1,0
301,9023.67,0,0,0,0,1,0
276,223930.87,0,1,0,0,0,0
132,115098.11,0,1,0,0,0,0
352,4997.48,0,0,0,0,1,0
180,16927.21,0,0,0,0,1,0
400,23027.66,0,0,0,0,1,0
330,2335.97,0,1,0,0,0,0
230,391305.59,0,0,0,0,0,1
332,9796.32,0,0,0,0,1,0
397,164939.43,0,0,0,0,0,1
287,25876.18,0,0,0,0,1,0
46,3374.38,0,0,0,0,1,0
138,221890.92,0,0,1,0,0,0
394,2113512.18,0,0,0,0,0,1
184,24645.38,0,0,0,0,1,0
235,4974.51,0,0,0,0,1,0
373,295582.7,0,0,1,0,0,0
233,308604.83,0,1,0,0,0,0
379,55819.66,0,1,0,0,0,0
153,108828.28,0,0,1,0,0,0
210,4285.02,0,0,0,0,1,0
21,10742.46,0,0,0,0,1,0
304,158124.04,0,1,0,0,0,0
161,9805.95,0,0,0,0,1,0
394,48389.05,0,1,0,0,0,0
235,44603.73,0,0,1,0,0,0
166,20638.61,0,0,0,0,1,0
38,404683.11,0,0,1,0,0,0
15,146770.24,0,0,1,0,0,0
325,3955.15,0,0,0,0,1,0
187,236927.69,0,0,1,0,0,0
251,7098.57,0,0,0,1,0,0
323,4585.72,0,0,0,0,1,0
12,204833.62,0,1,0,0,0,0
329,132557.01,0,0,1,0,0,0
1,438437.09,0,0,0,0,0,1
18,6277.66,0,0,0,0,1,0
131,237996.57,0,0,1,0,0,0
274,19189.58,0,0,0,0,1,0
139,212499.84,0,0,0,0,0,1
304,659976.27,0,1,0,0,0,0
549,70019.78,0,0,1,0,0,0
398,45318.6,0,0,0,0,0,1
205,318067.41,0,0,0,0,0,1
252,20374.97,0,0,0,0,1,0
227,21405.35,0,1,0,0,0,0
237,159565.74,0,1,0,0,0,0
379,174736.25,0,1,0,0,0,0
303,10067.53,0,0,0,0,1,0
167,5823.43,0,0,0,0,1,0
281,124877.3,0,1,0,0,0,0
163,307752.14,0,0,1,0,0,0
373,21803.82,0,0,0,0,1,0
202,3964.8,0,0,0,0,1,0
95,63317.27,0,0,1,0,0,0
325,95444.4,0,1,0,0,0,0
381,9402.52,0,0,0,1,0,0
256,75228.95,0,0,1,0,0,0
334,18757.43,0,0,0,0,1,0
304,186702.67,0,0,1,0,0,0
121,7098.67,0,0,0,0,1,0
397,287674.42,0,0,0,0,0,1
325,145532.22,0,0,1,0,0,0
37,7627.85,0,0,0,0,1,0
350,16453.71,0,0,0,0,1,0
19,27585.78,0,0,1,0,0,0
374,6225.36,0,0,0,0,1,0
162,114861.4,0,0,1,0,0,0
136,456182.24,0,0,1,0,0,0
595,235381.06,0,1,0,0,0,0
264,55250.41,0,0,1,0,0,0
140,13173.04,0,0,0,0,1,0
687,245626.29,0,0,1,0,0,0
354,124327.3,0,0,0,0,0,1
325,101059.7,0,1,0,0,0,0
177,95357.59,0,1,0,0,0,0
402,67636.53,0,0,1,0,0,0
306,11463.56,0,0,0,0,1,0
684,56510.03,0,0,1,0,0,0
227,1224752.13,0,0,0,0,0,1
253,2285.61,0,0,0,0,1,0
129,27133.28,0,0,0,0,1,0
276,92117.25,0,0,0,0,0,1
373,23377.45,0,0,0,0,1,0
234,5401.83,0,0,0,0,1,0
403,27368.55,0,0,1,0,0,0
160,3939.47,0,1,0,0,0,0
130,24740.22,0,0,0,0,1,0
375,13141.24,0,0,0,0,1,0
378,304250.6,0,0,1,0,0,0
261,21644.46,0,0,0,0,1,0
297,232961.08,0,0,1,0,0,0
348,147804.76,0,0,1,0,0,0
17,129639.28,0,1,0,0,0,0
139,7994.3,0,0,0,0,1,0
370,17351.59,0,0,1,0,0,0
133,292506.91,0,0,1,0,0,0
282,632.35,0,0,0,0,1,0
9,16252.57,0,0,0,0,1,0
401,147792.4,0,0,1,0,0,0
355,290709.5,0,0,1,0,0,0
402,14778.97,0,0,0,0,1,0
278,2303.74,0,0,0,0,1,0
187,171525.2,0,1,0,0,0,0
203,67723.71,0,1,0,0,0,0
235,391.58,0,0,0,0,1,0
209,9467.94,0,0,0,0,1,0
250,374161.4,0,1,0,0,0,0
407,17967.43,0,0,0,0,1,0
228,229407.24,0,0,1,0,0,0
322,177159.57,0,1,0,0,0,0
153,91846.1,0,0,1,0,0,0
201,334672.45,0,0,1,0,0,0
257,117257.62,0,0,1,0,0,0
275,9222.53,0,1,0,0,0,0
236,57923.73,0,0,1,0,0,0
43,534275.42,0,0,1,0,0,0
403,25691.11,0,1,0,0,0,0
547,517519.87,0,0,0,0,0,1
160,37628.8,0,1,0,0,0,0
327,507801.0,0,1,0,0,0,0
306,4344.75,0,0,0,0,1,0
178,293926.92,0,0,1,0,0,0
253,189333.99,0,1,0,0,0,0
20,96077.34,0,0,1,0,0,0
9,465419.15,0,1,0,0,0,0
17,13912.8,0,0,0,0,1,0
278,8937.54,0,0,0,0,1,0
228,22161.55,0,0,0,0,1,0
181,361628.76,0,0,0,0,0,1
16,155155.81,0,1,0,0,0,0
354,136538.86,0,0,1,0,0,0
37,36239.06,0,0,1,0,0,0
334,243765.6,0,0,1,0,0,0
14,25678.04,0,0,0,0,1,0
130,67871.79,0,0,1,0,0,0
393,135578.57,0,1,0,0,0,0
138,195250.69,0,1,0,0,0,0
527,3788.99,0,0,0,0,1,0
7,15527.03,0,0,0,0,1,0
187,254657.45,0,0,1,0,0,0
397,10400.88,0,0,0,0,0,1
185,312971.96,0,0,1,0,0,0
130,169128.0,0,1,0,0,0,0
522,84667.18,0,1,0,0,0,0
184,32102.17,0,0,1,0,0,0
12,204741.31,0,0,0,0,0,1
163,208892.45,0,0,1,0,0,0
277,234070.67,0,0,1,0,0,0
370,354063.87,0,0,1,0,0,0
34,148459.02,0,0,1,0,0,0
274,1932.54,0,0,0,0,1,0
552,9337.08,0,0,0,0,1,0
185,26970.46,0,1,0,0,0,0
191,515.23,0,0,0,0,1,0
188,8424.22,0,0,0,0,1,0
308,406069.6,0,0,1,0,0,0
177,230162.36,0,1,0,0,0,0
12,517372.73,0,0,1,0,0,0
260,9340.23,0,0,0,0,1,0
530,58083.58,0,1,0,0,0,0
353,7369.32,0,0,0,0,1,0
17,64448.19,0,1,0,0,0,0
235,237173.83,0,1,0,0,0,0
299,113835.23,0,0,1,0,0,0
160,49972.16,0,0,1,0,0,0
328,82632.41,0,1,0,0,0,0
16,527663.82,0,0,0,0,0,1
694,55068.29,0,0,1,0,0,0
300,2330.09,0,0,0,0,1,0
43,95324.44,0,0,1,0,0,0
45,291463.92,0,0,1,0,0,0
33,3268.16,0,0,0,0,1,0
285,4560.21,0,0,0,0,1,0
158,12994.56,0,0,0,0,1,0
134,17443.84,0,0,0,0,1,0
162,65279.68,0,0,1,0,0,0
282,38794.49,0,0,1,0,0,0
40,9053.7,0,0,0,0,1,0
303,12319.03,0,1,0,0,0,0
249,50884.39,0,0,1,0,0,0
330,13742.52,0,0,0,0,1,0
235,7429.56,0,0,0,0,1,0
17,1088.8,0,0,1,0,0,0
403,138662.52,0,0,1,0,0,0
189,12327.42,0,0,0,0,1,0
161,5488.33,0,0,0,0,1,0
181,10614.05,0,0,1,0,0,0
371,1049807.3,0,0,0,0,0,1
210,28030.84,0,1,0,0,0,0
250,588177.6,0,1,0,0,0,0
380,3581.56,0,0,0,0,1,0
303,77225.52,0,1,0,0,0,0
376,38539.44,0,0,0,0,1,0
276,2278.63,0,0,0,0,1,0
235,151610.85,0,0,1,0,0,0
139,10297.84,0,0,0,0,1,0
281,268897.5,0,1,0,0,0,0
416,3409.21,0,0,0,0,1,0
333,240248.71,0,0,1,0,0,0
260,6212.74,0,0,0,0,1,0
180,76520.73,0,0,1,0,0,0
355,308888.07,0,1,0,0,0,0
187,101027.53,0,0,1,0,0,0
202,35591.17,0,0,1,0,0,0
203,110120.47,0,0,0,0,0,1
396,369243.28,0,0,1,0,0,0
206,24842.64,0,1,0,0,0,0
234,170716.1,0,0,1,0,0,0
180,104481.48,0,0,0,0,0,1
687,28322.13,0,1,0,0,0,0
587,13154.25,0,0,0,0,1,0
185,229783.13,0,0,1,0,0,0
397,131687.71,0,0,1,0,0,0
44,176433.81,0,0,1,0,0,0
303,692467.81,0,0,0,0,0,1
522,18376.05,0,0,0,0,1,0
331,1170772.07,0,0,0,0,0,1
34,96513.6,0,0,1,0,0,0
258,1366.36,0,0,0,0,1,0
358,22279.86,0,0,0,0,1,0
235,139553.86,0,0,1,0,0,0
404,4061.53,0,0,0,0,1,0
15,13284.11,0,0,1,0,0,0
399,158544.72,0,1,0,0,0,0
163,397346.08,0,1,0,0,0,0
257,328647.0,0,0,1,0,0,0
372,489066.13,0,1,0,0,0,0
379,140194.82,0,0,1,0,0,0
38,46429.63,0,0,1,0,0,0
137,638.63,0,0,0,1,0,0
369,197158.92,0,0,1,0,0,0
179,25209.45,0,0,0,0,1,0
137,278005.46,0,0,1,0,0,0
134,97982.78,0,0,1,0,0,0
309,149025.47,0,1,0,0,0,0
377,13140.85,0,0,0,0,1,0
279,206743.43,0,0,1,0,0,0
1,5221.77,0,1,0,0,0,0
304,18423.73,0,0,0,0,1,0
503,384195.51,0,0,0,0,0,1
307,42619.04,0,1,0,0,0,0
140,43171.75,0,0,1,0,0,0
134,32818.79,0,0,1,0,0,0
305,381405.7,0,0,1,0,0,0
161,4600.35,0,0,1,0,0,0
202,29758.1,0,1,0,0,0,0
155,2732.54,0,0,0,0,1,0
277,527.43,0,0,0,0,1,0
136,4039.52,0,0,0,0,1,0
310,174340.63,0,0,1,0,0,0
259,184004.36,0,0,1,0,0,0
354,83583.93,0,0,1,0,0,0
250,1236922.76,0,0,0,0,0,1
352,215237.19,0,0,1,0,0,0
322,2639316.01,0,0,0,0,0,1
355,139966.8,0,1,0,0,0,0
399,371570.07,0,1,0,0,0,0
301,45140.69,0,0,0,0,1,0
183,81367.63,0,0,1,0,0,0
47,419030.05,0,0,1,0,0,0
44,332188.01,0,0,0,0,0,1
279,97704.03,0,0,0,0,0,1
136,9586.2,0,0,0,0,1,0
381,11525.67,0,0,0,0,1,0
191,2695.86,0,0,0,0,1,0
135,167039.75,0,0,1,0,0,0
204,2794.87,0,0,0,0,1,0
44,5679.77,0,0,0,0,1,0
691,18098.42,0,0,0,0,1,0
142,317720.92,0,0,1,0,0,0
205,59046.2,0,0,1,0,0,0
350,29601.92,0,0,0,0,1,0
161,31771.19,0,1,0,0,0,0
249,9681.95,0,0,0,0,1,0
166,3157.69,0,1,0,0,0,0
374,74319.66,0,1,0,0,0,0
407,116834.67,0,0,0,0,0,1
183,72306.3,0,0,1,0,0,0
230,346613.85,0,1,0,0,0,0
181,173179.69,0,1,0,0,0,0
42,60491.69,0,0,1,0,0,0
209,144355.77,0,1,0,0,0,0
42,161768.52,0,0,1,0,0,0
45,166325.99,0,1,0,0,0,0
20,15594.41,0,0,0,0,1,0
161,344507.11,0,0,1,0,0,0
255,253803.61,0,0,1,0,0,0
275,198333.73,0,1,0,0,0,0
157,160407.64,0,0,1,0,0,0
185,32059.84,0,0,0,0,1,0
9,142823.61,0,0,1,0,0,0
332,233380.0,0,0,0,0,0,1
133,13424.33,0,0,1,0,0,0
255,271667.23,0,0,1,0,0,0
329,433487.7,0,1,0,0,0,0
279,327746.9,0,0,1,0,0,0
40,575789.83,0,0,0,0,0,1
308,241935.23,0,0,1,0,0,0
688,4218.18,0,0,0,0,1,0
308,54304.42,0,1,0,0,0,0
261,21271.47,0,0,1,0,0,0
179,188020.61,0,0,1,0,0,0
332,142004.29,0,0,1,0,0,0
331,244402.69,0,0,0,0,0,1
327,56597.26,0,0,1,0,0,0
258,1766.34,0,0,0,0,1,0
18,187079.4,0,1,0,0,0,0
384,3447.26,0,0,0,0,1,0
259,49706.34,0,1,0,0,0,0
157,173942.96,0,1,0,0,0,0
37,2216.1,0,0,0,0,1,0
347,8874.17,0,0,0,0,1,0
181,264630.27,0,0,1,0,0,0
131,340981.21,0,0,1,0,0,0
35,11651.88,0,0,0,0,1,0
8,178117.34,0,0,1,0,0,0
298,24352.18,0,0,0,0,1,0
133,181208.25,0,0,1,0,0,0
23,15086.33,0,0,0,0,1,0
398,19176.26,0,0,1,0,0,0
256,87852.62,0,1,0,0,0,0
396,152672.31,0,0,1,0,0,0
165,16471.41,0,0,0,0,1,0
135,116763.75,0,0,1,0,0,0
177,155988.19,0,0,1,0,0,0
354,74307.93,0,1,0,0,0,0
166,89956.78,0,0,1,0,0,0
686,6822.73,0,0,0,0,1,0
157,227407.83,0,0,0,0,0,1
380,8474.57,0,0,0,0,1,0
39,7963.82,0,0,0,0,1,0
376,18725.03,0,0,1,0,0,0
303,155157.57,0,0,1,0,0,0
